over_number,commentary_data,timestamp
18.3," Mukesh Kumar to Buttler,  Caught&Bowled!! That's a strange dismissal, but that'll please DC. Was a yorker length delivery at the stumps, Buttler jammed the bat down and squeezed it back at the bowler - Mukesh takes the catch and he's asking for a dismissal - he reckons that the ball came right back at him. Actually, it looks like he's chipped it back to the bowler, who has juggled once and taken it on the rebound. Replays in and it's clearly come off the toe-end, not sure Mukesh realised it either- threw the ball at the keeper and then turned around in a soft appeal.  ",1680953853447
18.4,"Mukesh Kumar to Dhruv Jurel, , , the slower ball from Mukesh, but it's right in the slot - Jurel shuffles across, picked the length and clears wide mid-wicket with a classy whip",1680953916263
19.1," Nortje to Hetmyer, , , back of a length and just outside off - Hetmyer shuffles across and then swings the arm around on the pull, sends it sailing - high and over mid-wicket for a maximum ",1680954046192
19.4," Nortje to Hetmyer, , , this ain't great bowling form Nortje - mid-off was inside the ring and he has a bowled a slower short ball, we outside off and it's carved away over the fielder, over the ropes for a maximum ",1680954165206
0.3," Boult to Prithvi Shaw,  Caught by Samson!! That's a corker from Samson and the impact substitute has been dismissed for a duck. Full and a hint of shape away from off - Shaw's feet went nowhere as he aimed at an expansive drive, gets a thick edge that flew to the keeper's right - it wasn't carrying to the lone slip, was wide of him as well, was travelling and Samson had to throw himself to his right, did so with his right mitss and the ball stuck, he did well to hold on even as he tumbled across.  ",1680955370067
0.4," Boult to Manish Pandey,  Lbw!! Two in two for Boult - Manish has been given  and he's decided to review, after a long chat with his captain. Oh dear! This doesn't look too good for the number 3, don't think there's an inside edge and UltraEdge confirms it Onto ball-tracking: The impact is in front of middle and it's crashing into the leg-stump - the on-field call will stay and DC have been rocked. A tragic start for the Capitals - the inswinger and Manish was attempting an ambitious on-drive, didn't account for the movement and fell across on the shot, loud shout and the umpire took his time before raising the finger.  ",1680955552354
1.5," Sandeep Sharma to Warner, , , that should bring some relief for Warner - fraction short and he's quick on the pull, swivels across and then places it wide of mid-wicket for a boundary ",1680955983950
2.1," Boult to Rossouw, , , back of a length and well wide of off, Rossouw's feet didn't go anywhere as he went chasing after it, sliced it in the air and to the left of Hetmyer at backward point ",1680956068586
2.3," Boult to Warner, , , short and wide of off, Warner gets on top of the bounce and crunches the cut past cover-point, no one moved as the ball raced away ",1680956135867
3.4," Ashwin to Warner, , . tad too short form Ashwin - Warner rocks back and then hammers the pull wide of mid-on. one bounce and over the ropes ",1680956389274
4.2," Holder to Warner, , , tad too full from Holder - Warner gets forward and then drives it over mid-off, bounces away to the ropes in a hurry ",1680956573386
4.6," Holder to Rossouw, , , width on offer and Rossouw throws his hands on the cut, carves it up and over backward point, one bounce and over the ropes -  ",1680956764523
5.4," Ashwin to Rossouw,  Caught by Jaiswal!! A soft soft dismissal for Rossouw - was way too early into the reverse sweep and scooped a simple catch to cover-point. Nice bit of flight and some extra bounce for the off-spinner - Rossouw was committed to the shot, but was a tad too early into it, lobbed in the air and Jaiswal completes the catch, diving forward. DC slipping away once again.  ",1680956934267
8.2," Boult to Lalit Yadav, 1 run, and another single down to third man as the batter went for a drive only to slice it down to the deep fielder ",1680957759542
8.3," Boult to Warner, , short ball and hammered! Was banged in short, Warner gets on top of the ball and pulls it hard behind square for a four. . His consistency has been second to none in this league ",1680957796853
8.5," Boult to Lalit Yadav, , short ball, outside off, Lalit Yadav goes back and slashes the ball past point for a four. That was timed and placed really well ",1680957866424
10.3," Chahal to Lalit Yadav, , and much needed! DC will take it with open arms. Lalit Yadav decided to go for the reverse sweep and managed to send it over the infield behind square on the off-side. Managed to get enough wood to a delivery lured up outside off ",1680958446679
10.4," Chahal to Lalit Yadav, , and four again! Gets another reverse hack and places it past point for a four. Was a fuller ball and Lalit Yadav managed to squeeze it into the gap. Big over so far ",1680958502511
11.1," Holder to Lalit Yadav, , what happened there? Was a very short ball, slower, Lalit Yadav manages to drag the pull and get it over the keeper as well as fine four a four. Was a poor delivery and Lalit Yadav somehow managed to put it away ",1680958677674
12.5," Boult to Lalit Yadav, , and drills it over mid-off for a four! Was a length delivery, Lalit Yadav backed away a little and got under the ball to pump it over mid-off. That sped away to the fence ",1680959128275
12.6," Boult to Lalit Yadav,  Bowled!! Full and straight and gone. That was right up there and Lalit Yadav went for an ugly hoick across the line to miss it. You miss and I hit comes true again. Lalit Yadav had to go for it and has to depart now. End of a good little knock from him but the team needed more from him. Boult ends with a three wicket haul. Another excellent game for him. He managed to do some damage with the new ball and now has come back to pick another one.  ",1680959161708
13.6,"Sandeep Sharma to Warner, , misses the yorker and Warner clips the ball away to deep mid for a four. That was hit away into the gap just past the dive from the man at mid-wicket",1680959504329
14.5," Chahal to Axar,  Stumped!! Was it a googly? The batter dances down and misses the line to be stumped. That infact was a tossed up delivery and turned in a little to beat the batter in flight. He never got to the pitch of the ball and that plotted his downfall. Fifth one down and DC will be hurt by his departure. The batter jumped out too soon I reckon.  ",1680959812027
15.1," Ashwin to Warner, , and gets that away for a four! Was a flatter one, Warner hung back and slammed it past deep cover.  His good run continues but he needs to improve his strike-rate. That has been a bone of contention for him ",1680959997947
15.3," Ashwin to Powell,  Caught by Hetmyer!! Dances down, the batter heaves it across the line and the man at deep mid takes it. The fielder misjudged it a little before recovering in time. Was very nicely doled up and the batter fell prey to the well floated up delivery. That should put the chase further into doldrums. Ashwin has managed to bargain another wicket.  ",1680960092611
17.6," Holder to Abishek Porel, , slower delivery, outside off, Abishek Porel gets under it and slams it over cover for a four. That was so well timed by Abishek Porel ",1680961158145
18.2," Chahal to Abishek Porel,  Caught by Hetmyer!! Looks to flog one across the line and finds the man at deep mid. Simple take indeed. Didn't connect well at all. Was well looped up and Abishek Porel just couldn't time it. That came off the inner half of the bat and went straight to the fielder in the deep.  ",1680961281187
18.6," Chahal to Warner,  Lbw!! And three reds! His troubles have ended as well. End of an indifferent knock from the southpaw. That was well tossed up, the batter was a little early into the reverse sweep and missed the line. He went for the review but in vain. That was dipping as well and hence Warner lost the review as well.  ",1680961499578
19.2," Sandeep Sharma to Nortje,  Bowled!! Slower delivery, Nortje looks to slog and misses. The ball shatters the wood work. 9th one down. Was a slower delivery, at the sticks, Nortje was too early into the slog on the on-side. He didn't read the disguise on the ball. Sandeep has had a game so far.  ",1680961630476
