over_number,commentary_data,timestamp
10.1," Kuldeep Yadav to Mayers, , wow, just wow! Tossed up outside off at 85kph, it's too full from Kuldeep and Mayers crunches it over extra cover. Goes like a rocket over the ropes ",1680360588343
10.6," Kuldeep Yadav to Hooda,  Caught by Warner!! It's not the wicket they want, but Kuldeep breaks the partnership! Nicely tossed up googly outside off, dips on Hooda who doesn't quite go through with the lofted shot. Perhaps that's a result of not being to the pitch of it. He chips it high in the air, and Warner takes a good catch moving to his left at long-off. The partnership was worth 79, of which Hooda only contributed 17.  ",1680360742794
11.2," Axar to Krunal Pandya, 1 run, driven to long-on ",1680360871572
11.3,"Axar to Mayers,  Bowled!! That has turned square from outside off -  who belts out a big roar after getting the dangerous Mayers. This is fired in from round the wicket, lands on a length outside off, Mayers looks to cut but it turns in sharply off the bald patch. Goes right through the gate and knocks over off stump, bringing an end to a blistering knock..",1680360895287
12.3," Kuldeep Yadav to Stoinis, , floated up outside off, too full from Kuldeep and Stoinis launches it straight back for six! Can't bowl that length ",1680361236330
14.1," Khaleel Ahmed to Stoinis,  Caught by Sarfaraz Khan!!  That will definitely make him feel better as Mayers made DC pay after he had dropped him early. Good length ball outside off, slanting across Stoinis with some extra bounce. Loose from Stoinis as he goes chasing after it with a cut shot but only manages an edge behind. Sarfaraz Khan behind the stumps takes a regulation catch. A good phase of play for DC this.  ",1680361653099
14.4," Khaleel Ahmed to Pooran, , nicely done! Good length ball slanting in towards the pads, Pooran plays the pick up pull shot and goes over short fine leg. The fine leg is pretty square and he has no chance to cut it off ",1680361838383
14.5," Khaleel Ahmed to Pooran, , ! Fuller length ball outside off, Pooran with a good bat swing tonks it over deep mid-wicket to clear the fence. That came right off the screws ",1680361877644
16.2," Sakariya to Pooran, , that's a massive strike! A slot ball around off, Pooran brings his long levers into play and smashes it over long-on for a 97m maximum. As soon as that one came off the bat, we all knew where it was heading ",1680362384389
16.3," Sakariya to Pooran, , typical response from the bowler after being hit down the ground. It's a slower bouncer but it sits up nicely for Pooran. He nails the pull over mid-wicket for a one-bounce boundary ",1680362434044
16.5," Sakariya to Krunal Pandya, , Krunal Pandya joins the party now! A back of a length ball outside off, Krunal Pandya gets into a good position and flat-bats it towards long-on. Warner near the fence leaps but he can only see it sailing over him ",1680362547087
16.6," Sakariya to Krunal Pandya, 1 run, another off-pace ball on a short of length outside off, Krunal Pandya ends up chopping it off the bottom half off the bat towards backward point.  ",1680362588209
18.1," Khaleel Ahmed to Pooran, , fuller length ball outside off, Pooran manages to get underneath it as he slices it towards wide long-off. The long-off fielder tries to come around but the ball clears the fence. The ball boy takes a good catch ",1680363103310
18.3," Khaleel Ahmed to Pooran,  Caught by Prithvi Shaw!!  Full ball outside off, it was there to be hit and Pooran brings out an expansive cover drive. However, he has hit it straight to Shaw. He is standing at the edge of the circle at extra cover and takes it nicely.  ",1680363193921
18.4," Khaleel Ahmed to Ayush Badoni, , Ayush Badoni doesn't need any sighters! Shortish ball outside off, doesn't bounce as much as Ayush Badoni expects it to. He manages to pull it away nicely through wide long-on to find the fence ",1680363304490
19.3," Sakariya to Ayush Badoni, , this youngster certainly packs a punch! Length ball outside off, angling in, Ayush Badoni smokes it over cow corner for a massive maximum, 97m to be precise ",1680363774309
19.4," Sakariya to Ayush Badoni, , Ayush Badoni is turning on the heat! Sakariya comes from over the wicket but bowls a slower ball in the slot. Ayush Badoni gets under it and heaves it over long-on for another maximum. Axar is not happy ",1680363824476
19.5," Sakariya to Ayush Badoni,  Caught by Sarfaraz Khan!! Ayush Badoni premeditates and shuffles across. Sakariya does well to follow him with an off-cutter. He tries to scoop it over the keeper but gets it high on the bat. Sarfaraz Khan moves to his left and pouches it safely.  ",1680363881312
19.6," Sakariya to Gowtham, , slower one outside off, the impact sub makes an impression! He gets under it and smashes it over wide long-on to finish the innings with a maximum ",1680364053091
0.3," Mayers to Warner, , shot! Pitched up ball around off, Warner leans into it and strokes it nicely through extra cover to find the fence ",1680365085263
1.2," Unadkat to Prithvi Shaw, , well played! Unadkat angles this one on a length and across Prithvi Shaw. He rises on his toes and cuts it beautifully past the diving fielder at backward point to get the desired result ",1680365371053
1.4," Unadkat to Warner, , a freebie and it has been put away with ease! A shortish ball on off, sits up nicely for Warner. He stands tall and pulls it with aplomb over mid-wicket for a boundary ",1680365463722
1.6," Unadkat to Warner, , a loose ball on the hips, Warner works it away nicely through backward square leg. The fielder in the deep moves to his left, dives but is not able to stop the boundary.  ",1680365551170
2.1,"Gowtham to Prithvi Shaw, ,  He certainy doesn't make an impact with his first ball as he did with the bat. A half-tracker on leg, Prithvi Shaw pulls it over square leg for a one-bounce boundary",1680365627811
2.5," Gowtham to Warner, , another short ball on middle, Warner powers the pull over mid-wicket for another boundary ",1680365767468
3.6," Avesh Khan to Warner, , almost chopped that back! Back of a length ball slanting across Warner. He goes for a cut but gets a thick inside edge that goes past his stumps. Beats the keeper as well and runs through. The boundary has spoiled the over somewhat ",1680366043840
4.3,"Mark Wood to Prithvi Shaw,  Bowled!!  He steams in and bowls a fuller length ball at 147.3kph in the tight off-stump channel. Prithvi Shaw goes for an expansive drive with minimal front foot movement. The ball seams in a bit as well and the big gap between his bat and pads means the ball crashes into the stumps. ",1680366344058
4.4,"Mark Wood to Mitchell Marsh,  Bowled!! Oh, my word! Absolutely sensational! Mitchell Marsh departs for a golden duck! Look at the joy on Mark Wood's face. He takes off in celebration. This one is a bit more fuller than the previous one at 147.8kph as this one pitches outside off. Mitchell Marsh goes for a drive down the ground but the ball jags back in sharply to go past the inside edge and rattle the stumps. Mark Wood is on a hat-trick next ball. ",1680366442500
5.4," Avesh Khan to Sarfaraz Khan, , shot! Shortish ball around off, Sarfaraz Khan stands tall and pulls it over mid-wicket for a one-bounce boundary. That was hit with authority ",1680366899632
6.6,"Mark Wood to Sarfaraz Khan,  Caught by Gowtham at fine leg!!  He is ruling the roost in home conditions. A well-directed short ball at 137.4kph and it angles in too, cramping Sarfaraz Khan for room. He initially looks to duck as he loses balance. He then tries to ramp it over the keeper as an afterthought but only manages to get it towards fine leg. It's straight down the throat of Gowtham and he makes no mistake. DC are in some trouble now. ",1680367309036
7.3," Ravi Bishnoi to Rossouw, 1 run, floated on middle and leg, Rossouw drives it to long-on for one ",1680367530872
9.1," Ravi Bishnoi to Rossouw, , smashed by Rossouw! This was fraction short outside off and Rossouw rocks back to spank it through cover for his first boundary ",1680368047591
9.4," Ravi Bishnoi to Rossouw, , stand and deliver! Doesn't bother running. Was a tossed up delivery by Ravi Bishnoi, probably a googly and Rossouw stays put to loft it right over the bowler as the ball almost goes the distance ",1680368141701
9.5," Ravi Bishnoi to Rossouw, , taken at deep mid-wicket!  Was a high full toss by Ravi Bishnoi and Rossouw swiped it away. Unadkat takes it, however, he fails to get rid of the ball before stepping on to the boundary ",1680368182343
11.1," Ravi Bishnoi to Rossouw, , fantastic effort by the fielder at deep mid-wicket. Was a short ball by Ravi Bishnoi and Rossouw pulled it powerfully as the fielder near the boundary got his right hand to it, can't stop the ball though ",1680368521398
11.6,"Ravi Bishnoi to Rossouw,  Caught by Mayers!!  or wait, it's for a catch! Looked out - lbw, but the ball deflected on to the bat. Hit the back of his willow and flew straight to Mayers who takes it behind the keeper. Rossouw knew there was bat involved, hence he starts walking back to the pavilion, without waiting for the replays to confirm it. Pretty strange dismissal to be honest. ",1680368829890
13.4," Ravi Bishnoi to Powell,  Lbw!! Another one bites the dust. No need to review that. As plumb as it could get. Was a googly by Ravi Bishnoi and it kept a touch low too. Powell gets beaten and rapped on the pads. Ravi Bishnoi appeals and the umpire wastes no time to raise that dreaded finger. This game is fairly one sided at the moment.  ",1680369390564
14.1," Unadkat to Warner, , short ball outside off, width on offer and Warner makes room and thumps it over cover for a boundary after a long time.  ",1680369600530
14.4," Unadkat to Warner, 2 runs, Unadkat goes short and Warner pulls it towards deep mid-wicket for a couple of runs.  Playing a responsible knock, but needs to up the ante with the required run rate close to 17 ",1680369734995
14.5," Unadkat to Warner, , premeditates, goes down on his knee and reverse scoops this short ball towards third man for a boundary. The fielder was inside the circle, and he just had to place it past him, which he did ",1680369770533
15.3," Avesh Khan to Aman Hakim Khan,  Caught by Pooran!! That's that from Aman Khan! LSG continue to hold their command on this match. Avesh Khan goes short and quick as the batter gets hurried up due to the pace and bounce. Goes for a nothing shot, a half hearted pull and the top edge balloons straight up in the air. Pooran settles underneath it and completes a safe catch.  ",1680369997588
15.6,"Avesh Khan to Warner,  Caught by Gowtham! End of Warner's fight. A slower delivery by Avesh Khan and Warner gets completely outfoxed due to the lack of pace. Swings across, but miscues it completely. Gowtham at long-on settles underneath it and completes a pretty safe catch. Reverse cups it and LSG are inching close to an emphatic win. ",1680370352604
17.3," Avesh Khan to Axar, , Avesh Khan goes full and Axar lofts this towards wide long-off for a boundary ",1680370721112
17.4," Avesh Khan to Axar, ,  Rocks back in the crease and hammers the pull over deep mid-wicket for a 90 metre maximum. Few changes in the field as soon as Axar struck this six ",1680370783328
19.1,"Mark Wood to Axar,  Caught by (sub)Prerak Mankad !! On the batter's pads and Axar flicks it straight to the fielder at deep square leg. That's wicket no. 4 for Mark Wood tonight. Can he get a five-wicket haul? ",1680371373856
19.2," Mark Wood to Sakariya, , Mark Wood concedes his first boundary tonight! On a length around off, stands tall and thumps this over mid-off to get off the mark ",1680371438199
19.5,"Mark Wood to Sakariya,  Caught by Krunal Pandya!!  Mark Wood goes short and quick and Sakariya miscues his pull towards mid-wicket. Taken by Krunal Pandya and DC are nine down. What a special spell this has been by Wood. Superb! ",1680371580840
