over_number,commentary_data,timestamp
15.1," Mukesh Kumar to Tilak Varma, , full and wide outside off, Tilak Varma makes room and slices this over backward point for four runs. Excellent start for MI to the over, just what the doctor ordered ",1681233270634
15.2," Mukesh Kumar to Tilak Varma, ,  Gets hold of the full pitch ball and swings it over deep mid-wicket for a clean six.  Tilak Varma continues to shine.. ",1681233329238
15.3," Mukesh Kumar to Tilak Varma, ,  Waltzes down the track and spanks this shortish delivery over cover for a flat six. What a talent is Tilak Varma! Mind blowing folks! ",1681233405781
15.5," Mukesh Kumar to Tilak Varma,  Caught by Manish Pandey!! Mukesh Kumar has the last laugh! Tilak Varma departs after playing yet another impressive knock! Was a full length ball by Mukesh Kumar, right in the slot and Tilak Varma slogs it straight to Pandey at deep mid-wicket. He's not going to miss out on those and Delhi get a much needed breakthrough. This partnership was absolutely taking this game away from them.  ",1681233565698
15.6," Mukesh Kumar to Suryakumar Yadav,  Caught by Kuldeep Yadav!! Got out for a golden duck thrice in a row in ODIs not so long time ago, and he departs for yet another golden duck. Life is tough sometimes. Was a short ball on leg and SKY flicks it straight to the fielder at fine leg. Not one of the best fleiders, but Kuldeep manages to latch on to the catch.  ",1681233640791
16.1," Mustafizur to Rohit, , Rohit is still out there. No need to panic! Was on the pads and Rohit flicks it through square leg with impeccable timing to beat the fielder stationed in the deep, much needed boundary for MI ",1681233774475
16.5,"Mustafizur to Rohit,  Caught by Abishek Porel!! What a big moment in the game! Full and wide outside off, almost a yorker. Rohit tries to guide this towards third man, but he gets a thick outside edge. Flies towards the right side of the keeper and Porel dives to his right as he takes a brilliant one handed catch. Two set batters are back to the pavilion, with two new batters at the crease. This is  as Rohit walks back to the pavilion looking at the heavens in disappointment. ",1681233929097
16.6," Mustafizur to Green, , short of a length outside off and Green opens his account with an exquisite square cut,  ",1681234185792
17.4," Nortje to Tim David, 1 run, full toss on middle and leg, Tim David flicks it through the leg-side for a single ",1681234374745
18.4," Mustafizur to Green, ,  On a length around middle, Green picks the bones out of it and smokes it over deep mid-wicket as the ball clears the boundary, the fielder near the fence is a mere spectator folks ",1681234674583
18.6,"Mustafizur to Tim David, ,  Gets into position quickly and dispatches this back of a length delivery over long-on for half-a-dozen. Mumbai Indians need only 5 runs off the final over. Rinku Singh hit 5 maximums in the last over a couple of days ago against GT, so scoring 5 runs in an over shouldn't be that challenging a task I guess..",1681234752926
19.2," Nortje to Tim David, no run,  Tim David whips this hard to the man at mid-wicket, but Mukesh fails to rise up to the occasion. Succumbs under pressure and puts it down. David's still alive, he's still out there ",1681234923261
19.3," Nortje to Tim David, no run, and that's a fantastic review by DC. Was a yorker length ball that flicked Tim David's bat on its way to the keeper. Hence the onfield call has to be overturned ",1681235057147
19.5," Nortje to Green, 1 run, Was a superb yorker on leg, and Green flicks it to mid-wicket for a single. The throw at the bowler's end was an accurate one, but Nortje failed to gather it. And MI manage to sneak in with a single ",1681235146302
