over_number,commentary_data,timestamp
5.2," Marco Jansen to Sam Curran, , four more! Shaping away outside off on a good length, Sam Curran throws his arms at it to flay it up and over the covers. Too wide and Curran pounced! ",1681050573433
6.1," Washington Sundar to Sam Curran, , 92.5kph, Sam Curran greets Washington Sundar with a boundary. Shortish ball spinning away outside off, Curran rocks back quickly and slaps the cut through extra cover ",1681050882413
7.1," T Natarajan to Dhawan, , Natarajan goes full and in the slot on the stumps, Dhawan gets forward and lofts straight down the ground, takes four ",1681051113804
7.5," T Natarajan to Dhawan, , fabulous late-cut. A back of a length delivery just outside off, Dhawan delays the cut and sends it to the left of backward point, races away ",1681051271181
8.3," Markande to Sam Curran, , Sam Curran is looking to be positive, this skids on outside off, fraction short and Curran cuts between two fielders at backward point ",1681051447699
8.5," Markande to Sam Curran,  Caught by Bhuvneshwar!! Superbly bowled, deceived Sam Curran who was charging down, bowled it slower and wider outside off, the googly as well, Curran swipes across the line and the thick outside-edge loops to short third man.  ",1681051506468
9.5," Umran Malik to Raza,  Caught by Mayank!! Disappointing end for Raza once again. Did he not know that third man was fine? Good short ball, angling into Raza and always following him, Raza arches back and ramps it, but does not get the elevation to clear Mayank. The Impact sub too goes cheaply and SRH well on top.  ",1681052023147
9.6," Umran Malik to Shahrukh Khan, , wow! 150.4kph short of length delivery heading to off and SRK has punched this after standing tall wide of mid-off. Talk about meeting fire with fire ",1681052138021
10.4," Markande to Shahrukh Khan,  Lbw!! SRK is plumb LBW here but takes the review. He has a word with Dhawan and the skipper signals. What a lovely googly and SRK has no clue, the bat is miles from the ball as it comes down for the forward defence, the ball raps the pads and you don't get plumber LBWs than that. Hang on - it is just ump's call on clipping leg-stump, but that will do. The review is not lost as well. The googly spun and to the naked eye it looked to be crashing into the stumps.  ",1681052375779
11.2," Umran Malik to Harpreet Brar,  Bowled!! Knocked him over. 148kph length delivery angling into off and middle, zips off the deck, right through the forward defence of Harpreet Brar who left a tiny gap for the ball to burst through. Umran Malik punches the air in his trademark celebration.  ",1681052636576
11.3," Umran Malik to Rahul Chahar, no run,  Umran does not know it, umpire Bruce Oxenford mentions that to him. 148.5kph, rocket but full down leg, Rahul Chahar shuffles across and flicks, so , UltraEdge picks up the spike. No wonder Umran was so excited ",1681052779450
11.6," Umran Malik to Rahul Chahar, no run, down leg, short of length and Rahul Chahar shuffles across slightly to pull, misses, close to the bat and glove, ump shakes his head as Chahar looks for the wide. Dhawan reviews. They check for a caught behind first and then the third ump feels that Chahar has moved, so no wide.  ",1681053050647
12.5," Markande to Rahul Chahar,  Lbw!! Another ump's call - this time on impact and Rahul Chahar has to go. Fair call from umpire Ulhas Gandhe to give that out. The tossed up googly outside off, Chahar goes for a big slogsweep without picking it, misses, is hit on the back leg, the ump thinks it's out and the review shows ball-tracking to be ump's call on impact on off-stump and crashing into the stumps. PBKS sinking badly.  ",1681053230146
13.1," Umran Malik to Dhawan, , 147.3kph, short of length delivery outside off and it went off the bat even faster. Dhawan slashes the cut and sends it to the third man fence ",1681053396818
14.4," Markande to Dhawan, , tossed up and Dhawan shimmies down the track to loft, was the googly but he got to the pitch and slammed it straight down the ground ",1681053714608
14.6," Markande to Nathan Ellis,  Bowled!! What a daft shot. Dhawan must be livid. What was Nathan Ellis trying to do there. Last ball of Markande's spell and Ellis tries a fancy reverse-sweep to a googly, misses and the ball turns in to hit off and middle. Markande finishes with a four-fer.  ",1681053775531
15.4," T Natarajan to Dhawan, ,  But he has been the lone man standing. A slower ball off-cutter outside off, slugged meatily into the crowd at deep mid-wicket ",1681053995730
15.5," T Natarajan to Dhawan, , six more. Dhawan waits and waits before shuffling across, this is a low full-toss outside off, scooped over fine-leg, clears the short boundary on the full ",1681054036249
16.2," Bhuvneshwar to Dhawan, , full down leg, Dhawan flicks it away effortlessly wide of fine-leg, placed it to the deep backward square leg fence ",1681054338517
16.3," Bhuvneshwar to Dhawan, no run,  A low full-toss on the stumps, Dhawan punches it back, Bhuvneshwar can't hang on as it slips out ",1681054377898
16.6," Bhuvneshwar to Dhawan, , dug in short on the stumps, Dhawan lets it go as it is over the head, wide called. SRH review and lose it ",1681054584190
17.2,"Umran Malik to Dhawan, , six more. It's short of length outside off, Dhawan pulls and the top-edge carries to Bhuvi at fine-leg who does not judge it well, , his momentum was taking him over, the ball falls out of the hands and outside the cushions. Bhuvi never looked like taking that",1681054749835
17.3," Umran Malik to Dhawan, , superb shot. Full outside off, in the slot, Dhawan just short-arm jabs the loft and easily clears mid-off, one bounce over the ropes ",1681054787695
17.5," Umran Malik to Dhawan, , 144.5kph, short on off, Dhawan is rushed but pulls and another top-edge carries over the fence, this time over deep backward square leg ",1681054871369
18.2," Bhuvneshwar to Dhawan, no run,  Yes it is. A low full-toss on the stumps, driven back and this went near shin-height to Bhuvneshwar who drops it off his own bowling after getting both hands. The last one he dropped off his own bowling was easier as it was waist-height, this was tougher ",1681055004985
18.3," Bhuvneshwar to Dhawan, , Dhawan keeps rocking. A back of a length delivery outside off, Dhawan opens the face of the bat and drives through point, in the air but in the gap and beats sweeper cover to his right ",1681055037390
18.4," Bhuvneshwar to Dhawan, , incredible wrists from Dhawan. So strong he is fitness-wise. Full and wide outside off, initially Dhawan was setting up for the scoop, then I0$ and reverse-scoops between backward point and short third man. Sensational ",1681055075135
19.6," T Natarajan to Dhawan, ,  A pity that Dhawan finishes on 99. Slams the low full-toss on the stumps over deep mid-wicket after going low to get under the ball. Walks off still smiling. I0$ ",1681055418487
0.1," Sam Curran to Harry Brook, , Brook gets off the mark with a boundary straightaway! 130kph, fullish delivery wide of off, Harry Brook leans across and plays a cracking drive through the covers. Came right off the middle of the bat and raced away to the fence ",1681056399409
1.2," Arshdeep Singh to Mayank, , 134.8kph, too full, too wide and Mayank pounces. Gets forward and plays a superb square drive beating the point fielder to his left. Bulleted away to the fence. Agarwal gets off the mark with a boundary! ",1681056705378
1.5," Arshdeep Singh to Mayank, , 138.8kph, dug in short, leg-lined with fine leg inside the circle. Mayank picks the length early, gets inside the line and pulls it away for a one-bounce four. Used the bowler's angle and pace to his advantage ",1681056850808
2.2," Harpreet Brar to Mayank, , 85.9kph, trifle short and Mayank pounces. Rocks back, moves leg-side and slaps it through the covers. Struck hard and into the gap ",1681056994941
3.1," Arshdeep Singh to Harry Brook, , 135.2kph, superb placement! Quick hands as well from the Englishman. Moves leg-side, exposes all his stumps and scythes this short of length ball through the gap between short third man and backward point ",1681057157843
3.2,"Arshdeep Singh to Harry Brook, , hammered! 119kph, off-speed and overpitched, Harry Brook drills it straight down the ground. Came off the inner part of the bat but the ball had the legs to reach the fence in a hurry",1681057211030
3.5," Arshdeep Singh to Harry Brook,  Bowled!! Arshdeep Singh has his arms aloft and stares at the batter. 117.6kph, knuckle ball, Harry Brook doesn't pick it and is way too early into his drive. The ball goes through the bat-pad gap to uproot the leg-stump. Punjab have the breakthrough and once again it's Arshdeep who has provided it for them.  ",1681057363860
4.3,"Nathan Ellis to Mayank, 1 run, 132.5kph,  Good length delivery, Mayank drives with limited feet movement and gets a thick outside edge. Jitesh Sharma dives to his right and goes for a one-handed catch but fails to hold onto it. He was slow to move",1681057643647
5.1," Sam Curran to Mayank, no run, yes-no situation! 120.6kph, off-speed full ball, clipped towards mid-wicket and Tripathi gets sent back. No direct hit and Tripathi put in a dive to make his ground ",1681057843566
6.4," Rahul Chahar to Tripathi, , full and drifting in, Tripathi gets down on one leg and goes after it with a slogsweep. Sam Curran, at deep mid-wicket, was a few inches in front of the boundary rope. He leaps but to no avail ",1681058185208
8.3," Rahul Chahar to Mayank,  Caught by Sam Curran!!  Tossed up ball around off, Mayank kneels down and goes for a slog sweep although he is not quite to the pitch of it. Ends up toe-ending it towards long-on. Curran is cool as a cucumber as he keeps his eyes on the ball, watches it closely and catches it with his hands going behind.  ",1681058572989
8.5," Rahul Chahar to Tripathi, ,  He knew that there was no protecting on the off-side behind and executes his shot to perfection. Turning away from Tripathi as he dabs it past the diving slip fielder and backward point can't cut it off after a chase ",1681058829683
8.6," Rahul Chahar to Tripathi, , back-to-back boundaries! This one is shorter than the previous ball. A lot of time for Tripathi to rock back and cut it behind point. No chance for the fielder in the deep to cut it off ",1681058862480
9.3," Harpreet Brar to Tripathi, , Tripathi is all of a sudden motoring along! Drifting towards the pads, Tripathi plants his front foot across, kneels, and sweeps it past the right of short fine to find the fence ",1681058972334
9.4," Harpreet Brar to Tripathi, , tossed up ball, Tripathi stays leg side of the ball, comes down the track and lofts it over extra cover for another boundary ",1681059005962
9.5," Harpreet Brar to Tripathi, ,  A bit short around off, Tripathi rocks back and essays a cut shot through covers. Ellis at sweeper cover moves to his right, dives but makes a meal of it ",1681059039477
10.3," Rahul Chahar to Tripathi, , Tripathi is on a roll! All the pressure that was created has fazed off. Quicker ball and it's full around off, blasted over extra cover for another boundary ",1681059199066
10.4," Rahul Chahar to Tripathi, no run, PBKS review against a caught behind call! Tripathi was shaking his head, indicating there was nothing on it. Replay rolls in and yes, he is right. There's clear daylight between bat and ball and Tripathi will carry on! It was on a length around off, Tripathi looked to counter it but missed.  ",1681059253326
10.6," Rahul Chahar to Tripathi, , tossed up ball around off, Tripathi crouches and slog sweeps it expertly over mid-wicket to find the fence again. He is dealing in boundaries now. ",1681059395113
11.3," Nathan Ellis to Markram, , Markram joins the party! Back of a length and a bit of width on offer, that's all that Markram needs. He cuts it late and sends the ball racing through point to find the fence ",1681059561966
12.5," Mohit Rathee to Tripathi, ,  He was struggling initially but he has got hang of the surface now. Full ball in the arc, Tripathi smashes it over long-on for a maximum ",1681059876730
13.1," Arshdeep Singh to Markram, 1 run, Back of a length ball outside off at 128.6kph, punched away to sweeper cover ",1681060020047
14.2," Mohit Rathee to Markram, , tossed up ball outside off, Markram gets under it and smashes it over covers for a boundary ",1681060376618
14.4," Mohit Rathee to Tripathi, , boom goes Tripathi! Tossed up ball on middle and leg, a fluent swing of the bat from Tripathi as he tonks it over cow corner for a 94m six ",1681060455582
14.5," Mohit Rathee to Tripathi, , cheeky! On a length around off, Tripathi switches his stance and reverse slaps it through third man for a boundary ",1681060517982
14.6," Mohit Rathee to Tripathi, , Tripathi is watching the ball like a football now! Quicker and fuller outside off, Tripathi slaps it through covers and the ball travels to the ropes at the rate of knots.  ",1681060554299
16.2," Nathan Ellis to Markram, ,  A fuller length ball around off, Markram swings at it but gets an inside edge that evades the leg stump and beats short fine as well ",1681061076423
16.4," Nathan Ellis to Markram, , back of a length ball and width on offer, Markram cashes in and cuts it fiercely past the right of short third to find the fence ",1681061155014
16.5," Nathan Ellis to Markram, , back of a length ball outside off again. ample time for Markram to play a cracking cut shot again. Beats backward point for another boundary ",1681061190665
16.6," Nathan Ellis to Markram, , quality stuff from Markram! Full ball in line of the stumps, Markram lifts it over mid-off for the third boundary in a row.  ",1681061239400
17.1," Harpreet Brar to Tripathi, , that's it!  Short ball outside off, Tripathi cuts it through point and the ball races to the fence ",1681061331119
